0,0.0,0.0,0.0,0.071179,-0.109326,0.05542,0.122778,-0.217146,0.062651,0.182327,-0.275938,0.050657,0.241951,-0.29873,0.038381,0.041405,-0.379316,0.054961,0.206806,-0.375107,0.030179,0.295903,-0.324428,0.005534,0.348524,-0.276424,-0.008467,0.028082,-0.376671,0.009278,0.226757,-0.369342,-0.00538,0.312475,-0.309629,-0.014684,0.361688,-0.246029,-0.01808,0.031826,-0.341308,-0.035736,0.225416,-0.332541,-0.050234,0.306647,-0.273384,-0.048753,0.351621,-0.213717,-0.042262,0.050456,-0.283573,-0.078103,0.211613,-0.264734,-0.080361,0.283699,-0.225943,-0.070201,0.326672,-0.188381,-0.057819
0,0.0,0.0,0.0,0.12819,-0.052827,0.004466,0.221925,-0.155642,-0.00866,0.288463,-0.233632,-0.029821,0.332333,-0.313393,-0.046114,0.024777,-0.397231,0.025072,0.167906,-0.400248,-0.010496,0.257715,-0.358348,-0.043177,0.316008,-0.312412,-0.061964,-0.013315,-0.400795,-0.000635,0.167776,-0.40377,-0.031887,0.262426,-0.352009,-0.054381,0.324003,-0.293496,-0.065243,-0.031156,-0.365054,-0.030145,0.159204,-0.366118,-0.067429,0.257941,-0.310926,-0.076857,0.314728,-0.252833,-0.074671,-0.030033,-0.30285,-0.059949,0.136409,-0.293944,-0.085738,0.218309,-0.249447,-0.084918,0.267302,-0.202572,-0.076174
0,0.0,0.0,0.0,0.171146,-0.056433,-0.026223,0.266709,-0.162747,-0.046677,0.297049,-0.252242,-0.069857,0.31553,-0.352229,-0.0865,0.035905,-0.398476,0.003832,0.139145,-0.41677,-0.03395,0.223404,-0.390572,-0.061221,0.274456,-0.34711,-0.075032,-0.020293,-0.410048,-0.007422,0.117969,-0.423261,-0.043705,0.211404,-0.386513,-0.071291,0.265777,-0.334169,-0.083493,-0.056084,-0.377287,-0.024457,0.088323,-0.385706,-0.073633,0.191329,-0.340879,-0.087758,0.249733,-0.288396,-0.084682,-0.074475,-0.310202,-0.043425,0.055839,-0.312952,-0.087129,0.1473,-0.284892,-0.094821,0.206739,-0.246979,-0.086709
0,0.0,0.0,0.0,0.146587,-0.071949,0.11676,0.245535,-0.143019,0.104573,0.343863,-0.187425,0.055935,0.436538,-0.257555,0.003184,0.112215,-0.379342,0.020542,0.267773,-0.418216,-0.033021,0.373553,-0.352838,-0.048601,0.425888,-0.267198,-0.048929,0.074034,-0.375552,-0.08757,0.266551,-0.438033,-0.141571,0.379518,-0.368021,-0.129311,0.417901,-0.268296,-0.109389,0.052381,-0.336636,-0.19061,0.227704,-0.427206,-0.25366,0.363312,-0.351747,-0.214691,0.420714,-0.255784,-0.171928,0.051746,-0.273516,-0.283871,0.208163,-0.351214,-0.340646,0.329584,-0.30466,-0.317586,0.390601,-0.224257,-0.285039
0,0.0,0.0,0.0,0.127754,-0.087647,0.022301,0.206322,-0.236033,0.006286,0.271873,-0.351848,-0.031587,0.262555,-0.486933,-0.067309,-0.046729,-0.394896,0.046038,-0.011121,-0.55161,0.000836,0.115043,-0.559239,-0.027979,0.200308,-0.503236,-0.038297,-0.107789,-0.396035,-0.007998,-0.044446,-0.597371,-0.067984,0.106422,-0.593937,-0.108284,0.198165,-0.51391,-0.122378,-0.151442,-0.382971,-0.067478,-0.083254,-0.586312,-0.120944,0.08164,-0.573537,-0.134616,0.179917,-0.50344,-0.131409,-0.171391,-0.342488,-0.126683,-0.071956,-0.503272,-0.171414,0.06244,-0.504176,-0.175211,0.147831,-0.453946,-0.167784
0,0.0,0.0,0.0,0.172489,-0.190252,0.092489,0.219169,-0.356185,0.102554,0.284707,-0.462169,0.074977,0.335145,-0.551937,0.048889,-0.135523,-0.470381,0.084066,0.006567,-0.712783,0.015174,0.18342,-0.722683,-0.042112,0.312201,-0.669951,-0.069073,-0.161987,-0.445053,-0.007235,0.017265,-0.736675,-0.075954,0.228688,-0.723737,-0.114008,0.348259,-0.649203,-0.12469,-0.123341,-0.41513,-0.098293,0.037496,-0.719235,-0.152113,0.241109,-0.699819,-0.141739,0.343868,-0.624594,-0.119246,-0.026251,-0.378178,-0.184672,0.107194,-0.610824,-0.214457,0.24636,-0.612832,-0.188266,0.328903,-0.560149,-0.158583
0,0.0,0.0,0.0,0.185433,-0.211801,0.062618,0.238143,-0.400433,0.056047,0.305879,-0.524649,0.013868,0.36074,-0.620979,-0.025542,-0.125543,-0.526628,0.066736,0.018831,-0.765336,-0.020803,0.203611,-0.781526,-0.09732,0.340756,-0.7266,-0.135897,-0.158737,-0.504718,-0.016125,0.023621,-0.79424,-0.096412,0.236369,-0.788607,-0.151642,0.362629,-0.71216,-0.173928,-0.128478,-0.474673,-0.101741,0.028807,-0.775954,-0.171869,0.237102,-0.761516,-0.179621,0.349138,-0.683664,-0.16654,-0.043232,-0.434939,-0.18495,0.095084,-0.662277,-0.228432,0.242205,-0.671407,-0.212444,0.336117,-0.623911,-0.187494
0,0.0,0.0,0.0,0.196173,-0.229786,0.064663,0.247072,-0.421797,0.057464,0.315177,-0.54399,0.012863,0.372442,-0.636294,-0.027329,-0.11567,-0.544585,0.062451,0.049874,-0.795549,-0.030962,0.238298,-0.795928,-0.109645,0.361766,-0.726426,-0.148483,-0.141659,-0.520059,-0.020476,0.058096,-0.820738,-0.106012,0.269077,-0.798963,-0.162485,0.382183,-0.710256,-0.185339,-0.099953,-0.489284,-0.106408,0.073685,-0.798361,-0.176752,0.279957,-0.77305,-0.188906,0.384469,-0.683659,-0.178998,-0.006344,-0.452167,-0.189831,0.148307,-0.678062,-0.228668,0.291566,-0.685819,-0.217308,0.37813,-0.634834,-0.198153
0,0.0,0.0,0.0,0.200628,-0.212139,0.0687,0.274673,-0.396527,0.05892,0.352278,-0.515591,0.012405,0.416448,-0.604412,-0.029426,-0.069985,-0.558522,0.052013,0.116479,-0.801469,-0.038198,0.303476,-0.782076,-0.110249,0.413469,-0.699138,-0.143625,-0.090218,-0.539698,-0.030486,0.129384,-0.832036,-0.103205,0.332652,-0.791796,-0.14595,0.430939,-0.693886,-0.162091,-0.045816,-0.50671,-0.114832,0.1492,-0.803938,-0.172897,0.34513,-0.762383,-0.173581,0.435962,-0.66178,-0.158672,0.045412,-0.462477,-0.196561,0.207646,-0.678886,-0.22214,0.343611,-0.675129,-0.20299,0.422368,-0.613489,-0.180694
0,0.0,0.0,0.0,0.179885,-0.250196,0.074048,0.219097,-0.443252,0.071622,0.288007,-0.575895,0.02906,0.335338,-0.680568,-0.00891,-0.14911,-0.553225,0.093808,-0.007196,-0.795451,0.00791,0.179484,-0.80897,-0.071342,0.310326,-0.749807,-0.112656,-0.181236,-0.529251,0.004759,0.000237,-0.833733,-0.081082,0.214411,-0.819246,-0.144582,0.335849,-0.736067,-0.171586,-0.146809,-0.500386,-0.087622,0.009743,-0.810966,-0.153584,0.214293,-0.793787,-0.16596,0.31962,-0.708837,-0.157944,-0.060493,-0.460969,-0.178056,0.079854,-0.694801,-0.211529,0.221967,-0.705344,-0.196199,0.308807,-0.65555,-0.175383
